way_id,local_hour,distanceToHealths
-540,2019-06-20 12:00:00,1204.3413757487322
-541,2019-06-20 12:00:00,37.2187449548911
-542,2019-06-20 12:00:00,1571.0620057084059
-543,2019-06-20 12:00:00,1364.6053767379021
-544,2019-06-20 12:00:00,552.4447301709316
-545,2019-06-20 12:00:00,765.5021402896374
-546,2019-06-20 12:00:00,1127.6338665946173
-547,2019-06-20 12:00:00,1051.6398201772884
-548,2019-06-20 12:00:00,1272.0645971213312
-549,2019-06-20 12:00:00,1155.5267560911268
-550,2019-06-20 12:00:00,1114.9934003875276
-551,2019-06-20 12:00:00,1119.0202430767777
-552,2019-06-20 12:00:00,1127.6338665946173
-553,2019-06-20 12:00:00,1033.1955048113075
-554,2019-06-20 12:00:00,1126.2094560032956
-555,2019-06-20 12:00:00,929.3829595336767
-556,2019-06-20 12:00:00,481.47279685647214
-557,2019-06-20 12:00:00,1055.5062807721001
-558,2019-06-20 12:00:00,641.2701197345459
-559,2019-06-20 12:00:00,286.70854497400666
-560,2019-06-20 12:00:00,406.68410944153146
-561,2019-06-20 12:00:00,391.8026122029043
-562,2019-06-20 12:00:00,986.0715204738273
-563,2019-06-20 12:00:00,1012.0076381572148
-564,2019-06-20 12:00:00,653.3466389802463
-565,2019-06-20 12:00:00,515.8731417776256
-566,2019-06-20 12:00:00,1157.0562044554417
-567,2019-06-20 12:00:00,825.829452699702
-568,2019-06-20 12:00:00,7429.941416705796
-569,2019-06-20 12:00:00,7117.523322365758
-570,2019-06-20 12:00:00,7562.159714911978
-571,2019-06-20 12:00:00,8484.574196633464
-572,2019-06-20 12:00:00,7037.704041141577
-573,2019-06-20 12:00:00,8246.991722644372
