way_id,local_hour,distanceToParks
-532,2019-06-20 12:00:00,826.1062565277172
-533,2019-06-20 12:00:00,652.0927251613978
-534,2019-06-20 12:00:00,721.5474811869999
-535,2019-06-20 12:00:00,675.3727103979484
-536,2019-06-20 12:00:00,897.5740781110563
-537,2019-06-20 12:00:00,1131.159566334383
-538,2019-06-20 12:00:00,764.9597892266178
-539,2019-06-20 12:00:00,469.8565709642873
-540,2019-06-20 12:00:00,923.7663594078773
-541,2019-06-20 12:00:00,476.7275209240602
-542,2019-06-20 12:00:00,509.83160740733047
-543,2019-06-20 12:00:00,897.5740781110563
-544,2019-06-20 12:00:00,884.1374431087369
-545,2019-06-20 12:00:00,744.8192254316339
-546,2019-06-20 12:00:00,913.4997133745678
-547,2019-06-20 12:00:00,1008.4225499890771
-548,2019-06-20 12:00:00,545.2682287128614
-549,2019-06-20 12:00:00,554.6492654933159
-550,2019-06-20 12:00:00,1131.159566334383
-551,2019-06-20 12:00:00,692.5423383941622
-552,2019-06-20 12:00:00,900.0981759110047
-553,2019-06-20 12:00:00,872.5590800746771
-554,2019-06-20 12:00:00,547.0013839738842
-555,2019-06-20 12:00:00,568.5712461569092
-556,2019-06-20 12:00:00,2203.167749310096
-557,2019-06-20 12:00:00,128.78828201136025
-558,2019-06-20 12:00:00,733.1254027966824
-559,2019-06-20 12:00:00,189.72496487130235
-560,2019-06-20 12:00:00,692.5423383941622
-561,2019-06-20 12:00:00,1753.5926190401747
-562,2019-06-20 12:00:00,2341.0215258495464
-563,2019-06-20 12:00:00,455.9788463863084
-564,2019-06-20 12:00:00,1821.1004071445184
-565,2019-06-20 12:00:00,1644.8694329445034
-566,2019-06-20 12:00:00,2525.8371361056784
-567,2019-06-20 12:00:00,2203.167749310096
-568,2019-06-20 12:00:00,1653.826628307504
-569,2019-06-20 12:00:00,1634.9643370037697
-570,2019-06-20 12:00:00,1268.0685738916668
-571,2019-06-20 12:00:00,2159.969154932647
-572,2019-06-20 12:00:00,1625.0997900930438
-573,2019-06-20 12:00:00,2045.3770589898083
