way_id,local_hour,population
-473,2019-06-20 12:00:00,150.01694915254237
-474,2019-06-20 12:00:00,159.0
-475,2019-06-20 12:00:00,166.5
-476,2019-06-20 12:00:00,128.35
-477,2019-06-20 12:00:00,139.0
-478,2019-06-20 12:00:00,166.25974025974025
-479,2019-06-20 12:00:00,116.91111111111111
-480,2019-06-20 12:00:00,158.92307692307693
-481,2019-06-20 12:00:00,222.0
-482,2019-06-20 12:00:00,99.5
-483,2019-06-20 12:00:00,139.5
-484,2019-06-20 12:00:00,99.58823529411765
-485,2019-06-20 12:00:00,136.59615384615384
-486,2019-06-20 12:00:00,222.6578947368421
-487,2019-06-20 12:00:00,153.0
-488,2019-06-20 12:00:00,102.92517006802721
-489,2019-06-20 12:00:00,102.94444444444444
-490,2019-06-20 12:00:00,95.0
-491,2019-06-20 12:00:00,107.0
-492,2019-06-20 12:00:00,105.62962962962963
-493,2019-06-20 12:00:00,98.40625
-494,2019-06-20 12:00:00,95.31818181818181
-495,2019-06-20 12:00:00,79.0
-496,2019-06-20 12:00:00,138.5
-497,2019-06-20 12:00:00,111.0
-498,2019-06-20 12:00:00,121.5
-499,2019-06-20 12:00:00,118.5
-500,2019-06-20 12:00:00,90.07692307692308
-501,2019-06-20 12:00:00,97.36764705882354
-502,2019-06-20 12:00:00,37.083333333333336
-503,2019-06-20 12:00:00,40.77272727272727
-504,2019-06-20 12:00:00,104.0
-505,2019-06-20 12:00:00,83.16666666666667
-506,2019-06-20 12:00:00,99.43103448275862
-507,2019-06-20 12:00:00,114.0
-508,2019-06-20 12:00:00,85.05660377358491
-509,2019-06-20 12:00:00,41.07692307692308
-510,2019-06-20 12:00:00,35.0
-511,2019-06-20 12:00:00,59.5
-512,2019-06-20 12:00:00,128.15384615384616
-513,2019-06-20 12:00:00,77.89637305699482
-514,2019-06-20 12:00:00,24.0
-515,2019-06-20 12:00:00,27.5
-516,2019-06-20 12:00:00,20.5
-517,2019-06-20 12:00:00,25.5
-518,2019-06-20 12:00:00,26.5
-519,2019-06-20 12:00:00,27.0
-520,2019-06-20 12:00:00,61.0
-521,2019-06-20 12:00:00,30.0
-522,2019-06-20 12:00:00,80.88095238095238
-523,2019-06-20 12:00:00,133.0
-524,2019-06-20 12:00:00,118.6842105263158
-525,2019-06-20 12:00:00,21.0
-526,2019-06-20 12:00:00,129.5
-527,2019-06-20 12:00:00,193.52941176470588
-528,2019-06-20 12:00:00,139.0
-529,2019-06-20 12:00:00,137.9
-530,2019-06-20 12:00:00,170.11111111111111
-531,2019-06-20 12:00:00,146.48717948717947
-532,2019-06-20 12:00:00,113.5
-533,2019-06-20 12:00:00,184.0
-534,2019-06-20 12:00:00,115.5
-535,2019-06-20 12:00:00,174.5
-536,2019-06-20 12:00:00,158.9
-537,2019-06-20 12:00:00,152.5
-538,2019-06-20 12:00:00,188.0
-539,2019-06-20 12:00:00,117.5
-540,2019-06-20 12:00:00,177.5
-541,2019-06-20 12:00:00,81.5
-542,2019-06-20 12:00:00,142.0
-543,2019-06-20 12:00:00,177.5
-544,2019-06-20 12:00:00,123.5
-545,2019-06-20 12:00:00,144.0
-546,2019-06-20 12:00:00,123.65
-547,2019-06-20 12:00:00,96.57894736842105
-548,2019-06-20 12:00:00,168.3448275862069
-549,2019-06-20 12:00:00,167.4
-550,2019-06-20 12:00:00,153.0
-551,2019-06-20 12:00:00,190.8125
-552,2019-06-20 12:00:00,131.28301886792454
-553,2019-06-20 12:00:00,172.5
-554,2019-06-20 12:00:00,161.5
-555,2019-06-20 12:00:00,151.0
-556,2019-06-20 12:00:00,160.51456310679612
-557,2019-06-20 12:00:00,97.88721804511279
-558,2019-06-20 12:00:00,143.0
-559,2019-06-20 12:00:00,65.925
-560,2019-06-20 12:00:00,217.96226415094338
-561,2019-06-20 12:00:00,164.07142857142858
-562,2019-06-20 12:00:00,173.0
-563,2019-06-20 12:00:00,169.73333333333332
-564,2019-06-20 12:00:00,212.66666666666666
-565,2019-06-20 12:00:00,103.83
-566,2019-06-20 12:00:00,163.71929824561403
-567,2019-06-20 12:00:00,133.88372093023256
-568,2019-06-20 12:00:00,14.5
-569,2019-06-20 12:00:00,15.5
-570,2019-06-20 12:00:00,37.94285714285714
-571,2019-06-20 12:00:00,27.5
-572,2019-06-20 12:00:00,15.0
-573,2019-06-20 12:00:00,21.0
-574,2019-06-20 12:00:00,55.22222222222222
-575,2019-06-20 12:00:00,14.0
-576,2019-06-20 12:00:00,12.5
-577,2019-06-20 12:00:00,15.642857142857142
-578,2019-06-20 12:00:00,50.91803278688525
-579,2019-06-20 12:00:00,45.94117647058823
-580,2019-06-20 12:00:00,17.5
-581,2019-06-20 12:00:00,18.5
-582,2019-06-20 12:00:00,19.0
-583,2019-06-20 12:00:00,64.2060606060606
-584,2019-06-20 12:00:00,21.166666666666668
-585,2019-06-20 12:00:00,12.5
-586,2019-06-20 12:00:00,11.5
-587,2019-06-20 12:00:00,13.0
-588,2019-06-20 12:00:00,28.071428571428573
-589,2019-06-20 12:00:00,10.0
-590,2019-06-20 12:00:00,149.57567567567568
-591,2019-06-20 12:00:00,93.5
-592,2019-06-20 12:00:00,108.58333333333333
